ID,Name,Price ($),Rating,Number of Ratings,Product Info
2170,"Lenovo X1 Yoga Gen 6 (ThinkPad), 2 in 1, Laptop, 14"" WQUXGA 4K, Touchscreen, Core i7 11th Gen., Iris Xe, 16GB, 512GB PCIe, Cam, Backlit KBD, Fingerprint, Windows 10 Pro, 2-Yr Lenovo WTY- 20Y0S3QU00",,,,
2171,"Lenovo Thinkpad 13 FHD (1920x1080) 13.3"" IPS Grade A Business Laptop, Intel 7th Gen Celeron 3865U Professor, 1.8GHz Base Frequency, 16GB DDR4 RAM, 256GB SSD, Wi-Fi, Bluetooth, Windows 10 Pro 64-bit",,,,
2172,"HP EliteBook 830 G6 13.3"" FHD Grade A Business Laptop, Intel Core i7-8665U Processor, 1.9GHz Base Frequency, 8GB DDR4 RAM, 512GB Solid State Drive, Wi-Fi, Bluetooth, Camera, Windows 10 Pro 64 bit",,,,
2173,"Lenovo ThinkPad X1 Extreme Gen 3 15.6"" FHD (Intel 6-Core i7-10750H, 64GB RAM, 2TB PCIe SSD, GTX 1650 Ti) Mobile Workstation Laptop, 2 x Thunderbolt 3, Backlit, Fingerprint, Windows 10 Pro","2,049.99",,2,
2174,"Lenovo Thinkpad T480s 14"" Full HD 1920 x 1080 Ultrabook- 8th Gen Intel QUAD Core i5-8350U 1.7GHz  16 GB RAM DDR4 512 GB SSD,Wi-Fi, Bluetooth, Webcam Windows 10 Pro",269.9,,,
2175,"Lenovo ThinkPad L380 Yoga 2-in-1 Laptop, 13.3"" FHD Touchscreen, Intel Core i5-8250U, 16GB RAM, 512GB SSD, Fingerprint Reader, Backlit Keyboard, for Education, Gaming, Business, Windows10 Pro 64 bit",279.9,,,
2176,"Acer Nitro 16 AN16-41-R3ZV 16.0"" 165 Hz IPS AMD Ryzen 5 7000 Series 7640HS (4.30GHz) NVIDIA GeForce RTX 4050 Laptop GPU 16GB Memory 512 GB PCIe SSD Windows 11 Home 64-bit Gaming Laptop","1,199.99",,,Resolution: 1920 x 1200Weight: 5.95 lbs.Part Number: NH.QLKAA.001Color: Obsidian BlackModel #: NH.QLKAA.001Item #: N82E16834360285Return Policy: Standard Return Policy
2177,"2021 HP 15.6"" IPS FHD Touch Screen Laptop Computer, AMD Ryzen 7 4700U Processor Octa-Core (Beats i7-10710U), 32GB DDR4 1TB PCLe SSD, Webcam HDMI USB 3.0 Type C Win 10S Silver, 32GB Goldoxis SD Card","1,311.00",,,Type: MainstreamModel #: -09JN9FH6WReturn Policy: View Return Policy
2178,"HP - 14"" Laptop - Intel Celeron - 4GB Memory - 64GB eMMC - Rose Gold Notebook 14-dq0054dx",263.9,,,Type: Everyday ValueModel #: 14-dq0054dx 2Return Policy: View Return Policy
2179,"MSI Crosshair 17 A11UCK-646 17.3"" 144 Hz IPS Intel Core i7 11th Gen 11800H (2.30GHz) NVIDIA GeForce RTX 3050 Laptop GPU 16GB Memory 512 GB NVMe SSD Windows 11 Home 64-bit Gaming Laptop","1,409.71",rated 5 out of 5,3,Resolution: 1920 x 1080Weight: 5.07 lbs.Color: Titanium GrayOperating System: Windows 11 Home 64-bitModel #: Crosshair17A11UCK646Return Policy: View Return Policy
2180,"Refurbished Dell Latitude 7490 14"" Touchscreen Laptop, Intel Core i5 8350U 1.7Ghz, 16GB DDR4, 1TB M.2 NVMe PCIe SSD, FHD 1080p, USB Type-C, HDMI, Webcam, Windows 11 Pro (Grade B)",324.99,,,Type: MainstreamResolution: 1920 x 1080Graphics Card: Intel UHD Graphics 620LCD Features: LED backlightModel #: DPC-18387Item #: 9SIADUMJHA8239Return Policy: View Return Policy
2181,Refurbished Dell Latitude 5400 Intel Core i5-8365U 128 SSD 16GB Windows 10 Laptop Notebook,190,,,Type: MainstreamResolution: 1920 x 1080Weight: 3.2600Graphics Card: Intel UHD Graphics 620Model #: 726597558297Return Policy: View Return Policy
2182,"Acer - Swift 3-14"" FHD IPS Laptop, AMD Ryzen 7 5700U Octa-16GB LPDDR4X-512GB PCIe SSD-, Wi-Fi 6 802.11ax- Windows 11 Home Notebook SF314-43-R6NE",844.97,,,Type: Everyday ValueModel #: SF314-43-R6NEReturn Policy: View Return Policy
2183,"Refurbished Apple Laptop MacBook Pro Apple M1 Pro 16GB Memory 512 GB SSD 16.2"" macOS 12 Monterey MK183LL/A","1,534.95",,,Type: Home / PersonalLCD Features: Liquid Retina XDR displayWLAN: 802.11ax Wireless LANBluetooth: Bluetooth 5.0Model #: MK183LL/AItem #: 9SIABMTJU00429Return Policy: View Return Policy
2184,"Used - Very Good HP EliteBook 2730p Notebook Laptop Intel Core 2 Duo Mobile SL9400 - 12.1"" Display -  3 GB DDR2-SDRAM - 128GB HDD - Intel® GMA X4500HD",69.99,,,Type: Home / PersonalColor: GreyModel #: VW583EC_ABAItem #: 9SIAKSGJMJ9640Return Policy: View Return Policy
2185,"HP 17 Business Laptop I 17.3"" FHD IPS Display (100% sRGB, 300 nits) I 11th Gen Intel Core i3-1115G4 I 8GB DDR4 256GB SSD I Intel UHD Graphics SuperSpeed USB HDMI Win11 (Silver)",489.79,,,Type: Everyday ValueResolution: 1920 x 1080Weight: 5 - 5.9 lbs.WLAN: 802.11ac Wireless LANModel #: HP Laptop 17-0104-001Return Policy: View Return Policy
2186,"HP Flagship Envy x360 2 in 1 15.6"" Touchscreen Laptop, Hexa-Core AMD Ryzen 5 7530U(Beat i7-11370H, up to 4.5GHz), 8GB RAM, 256GB PCIE SSD, Backlit Keyboard, B&O Dual Speaker, Silver",648.89,,,Type: Work / BusinessResolution: 1920 x 1080Memory Speed: DDR4 4266WLAN: 802.11ax Wireless LANModel #: 003743-8-256Return Policy: View Return Policy
2187,"Refurbished DELL Grade A Laptop Latitude Intel Core i7 8th Gen 8665U (1.90GHz) 32GB Memory 512 GB SSD Intel UHD Graphics 14.0"" Touchscreen Windows 11 Pro 64-bit 7400",$819.99 ,,,Type: Work / BusinessResolution: 1920 x 1080Graphics Card: Intel UHD GraphicsWebcam: YesModel #: J5-7400A06Item #: N82E16834343837Return Policy: Standard Return Policy
2188,"Lenovo Flex 5 14"" FHD IPS Touchscreen Premium 2-in-1 Laptop, AMD 4th Gen Ryzen 5 4500U, 16GB DDR4  512GB PCIe SSD, Backlit Keyboard, Fingerprint Reader, Bluetooth, Windows 11 Pro",999,,,Type: Work / BusinessResolution: 1920 x 1080Weight: 4 - 4.9 lbs.LCD Features: LED backlightModel #: 14513DSV469Item #: 9SIBB6JJAV5155Return Policy: View Return Policy
2189,"SAMSUNG 15.6 Galaxy Book2 Pro Laptop Computer, i7 / 16GB / 512GB, 12th Gen Intel Core Processor, Evo Certified, Lightweight, 2022 Model, Graphite (NP950XED-KA1US)","1,348.99",,,Type: MainstreamModel #: NP950XED-KA1US-0Return Policy: View Return Policy
2190,"HP 15.6 inch Laptop PC, Processor: 13th Generation Intel® Core i7, Graphics: Intel® Iris® Xe Graphicsc, 16 GB DDR4-3200 MHz RAM (Silver, 15-fd0099nr)",928.97,,,Type: Everyday ValueModel #: 15-fd0099nrItem #: 9SIA7U6JX82591Return Policy: View Return Policy
2191,"New HP Victus 15.6"" FHD Gaming Laptop |  Intel Core i5-12500H Processor | NVIDIA GeForce RTX 3050 | 32GB RAM | 1TB SSD | Windows 11 Home | Backlit Keyboard | Bundle with Mouse Pad",939.99,,,Type: GamingColor: SilverOperating System: Windows 11 HomeScreen: 15.6Model #: HPI5/32/1024/MPReturn Policy: View Return Policy
2192,"Acer Predator Triton 300 SE-14 Gaming & Entertainment Laptop (Intel i7-12700H 14-Core, 14.0"" 165Hz Wide UXGA (1920x1200), GeForce RTX 3060, 16GB LPDDR5 5200MHz RAM, 512GB SSD, Win 11 Home)","1,249.99",,,Resolution: 1920x1200Color: GrayTurbo Frequency: 4.7 GHzCPU L3 Cache: 24MB CacheModel #: ME-137334Return Policy: View Return Policy
2193,"ASUS VivoBook 15 Touchscreen Laptop, 11th Gen Intel Quad-Core i5-1135G7, 15.6 Full HD Touchscreen, 8GB DDR4  512GB PCIe SSD, Backlit Keyboard Type-C HDMI Win10",759,rated 4.4 out of 5,111,Type: GamingResolution: 1920 x 1200Weight: 3 - 3.9 lbs.LCD Features: LED backlightModel #: vivo-51356SF52166Item #: 9SIBB6JJ5G4879Return Policy: View Return Policy
2194,"HP Newest Notebook 15 Laptop, Intel Celeron 2-Cores N4020 Processor, Intel UHD Graphics, 16GB DDR4  2TB PCIe SSD, 15.6Full HD IPS display, WiFi, USB, Bluetooth, HDMI, Webcam, Windows 11 Pro",509,,,Type: Home / PersonalResolution: 1920 x 1080Weight: 5 - 5.9 lbs.Graphics Card: Intel UHD GraphicsModel #: HP15N4020XX-009Return Policy: View Return Policy
2195,"Refurbished HP 840 G6 Laptop EliteBook Intel Core i5 8th Gen 8365U (1.60GHz) 16GB Memory 256 GB SSD Intel UHD Graphics 14.0"" Windows 11 Pro 64-bit Grade A",249.99,,,Type: Work / BusinessResolution: 1920 x 1080Graphics Card: Intel UHD GraphicsWebcam: YesModel #: LT-HP840G6/i5-G8-16-256-11Item #: N82E16834273967Return Policy: Standard Return Policy
2196,"Lenovo Legion 5 17 Gaming Laptop, 17.3"" FHD (1920 x 1080) Display, AMD Ryzen 5 5600H Hexa-Cores Processor, NVIDIA GeForce GTX 1650 4GB GDDR6, 64GB DDR4  4TB PCIe SSD, Backlit, Windows 11 Pro","1,529.00",,,Type: GamingResolution: 1920 x 1080Weight: 8 - 8.9 lbs.Graphics Card: GeForce GTX 1650Model #: Legion5176125600H-pu-060Item #: 9SIBMCUJYP3749Return Policy: View Return Policy
2197,"New HP 14"" HD Micro-Edge BrightView Premium Laptop | 11th Generation Intel Core i5-1135G7 Processor | 8GB RAM | 256GB SSD | Intel Iris Xe Graphics | Windows 10 Home | Bundle with Mouse Pad",349.99,,,Type: Work / BusinessColor: CamouflageOperating System: Windows 10 HomeCPU: 11th Generation Intel Core i5-1135G7 ProcessorModel #: HP1-8/256Item #: 9SIAEYJG8T5267Return Policy: View Return Policy
2198,"Open Box ASUS ROG Zephyrus G15 Ultra Slim Gaming Laptop, 15.6” 240Hz QHD Display, GeForce RTX 3080, AMD Ryzen 9 6900HS, 16GB DDR5, 1TB PCIe NVMe SSD, Wi-Fi 6, Windows 11, Eclipse Gray, GA503RS-PH94","2,379.00",,,Resolution: 2560 x 1440Weight: 4.19 lbs.Part Number: 90NR0AY2-M004P0Color: Eclipse GrayModel #: GA503RS-PH94Item #: N82E16834236320RReturn Policy: Standard Return Policy
2199,"Dell Latitude 7420 Business Laptop PC 14"" FHD, Intel i5-1145G7, 16GB RAM, 1TB NVMe SSD, Webcam, AX Wi-Fi, Bluetooth, SD Card Reader, HDMI, USB Type-C Thunderbolt - Windows 11 Pro",739.99,,,Type: Work / BusinessResolution: 1920 x 1080Weight: 2 - 2.9 lbs.WLAN: 802.11ax Wireless LANModel #: NWL7420.I5.03Item #: 9SIA65EJTM9590Return Policy: View Return Policy
2200,"Refurbished DELL Grade A Laptop Latitude Intel Core i7 8th Gen 8650U (1.90GHz) 16GB Memory 256 GB SSD Intel UHD Graphics 620 14.0"" Touchscreen Windows 11 Pro 64-bit 7490",439,rated 5 out of 5,1,Type: Work / BusinessResolution: 1920 x 1080Graphics Card: Intel UHD Graphics 620Webcam: YesModel #: NE5-33643Return Policy: View Return Policy
2201,"Open Box MSI GT Series Titan GT77HX 13VH-046US 17.3"" 4K / UHD 144 Hz IPS Intel Core i9 13th Gen 13980HX (2.20GHz) NVIDIA GeForce RTX 4080 Laptop GPU 64GB Memory 2 TB NVMe SSD Windows 11 Pro 64-bit Gaming Lapto","$4,299.00 ",,,Resolution: 3840 x 2160Weight: 7.28 lbs.Color: Core BlackOperating System: Windows 11 Pro 64-bitModel #: Titan GT77HX 13VH-046USItem #: N82E16834156422RReturn Policy: Standard Return Policy
2202,"ASUS VivoBook 15 Thin & Light Laptop, 15.6"" FHD (1920 x 1080) Display, 11th Gen Intel Quad-Core i7-1165G7, NVIDIA GeForce MX350, 16GB DDR4  2TB PCIe SSD, Fingerprint Reader, Windows 11 Pro","1,359.00",,,Type: Home / PersonalResolution: 1920 x 1080Weight: 3 - 3.9 lbs.Graphics Card: GeForce MX350Model #: VivoBook156121165G7-026Item #: 9SIBMCUJYP2866Return Policy: View Return Policy
2203,"Refurbished Lenovo Legion 7 16ACHg6 Gaming AMD Ryzen 9-5900HX 3.30GHz, RAM 32 GB, 2 TB SSD, GPU: NVIDIA GeForce RTX 3080 Laptop GPU","1,449.00",,,Color: GrayModel #: DFSDFGGDFDItem #: 9SIAZ2GK106070Return Policy: View Return Policy
2204,"ASUS - ROG Strix G15 Advantage Edition 15.6"" FHD Gaming Laptop - AMD Ryzen 9-...","2,269.00",,,Model #: G513QY-212.SG15*Return Policy: View Return Policy
2205,"SAMSUNG 14"" Galaxy Book3 Pro Laptop Computer, 13th Gen Intel Core i7-1360P Processor / 16GB / 1TB, 3K AMOLED Screen, 120hz, Fingerprint Reader, FHD Webcam, 2023 Model, NP940XFG-KC1US, Graphite","2,083.99",,,Type: Home / PersonalModel #: 945827847943Item #: 9SIA8X5JX82693Return Policy: View Return Policy
2206,"SAMSUNG 14"" Galaxy Book3 Pro Laptop Computer, 13th Gen Intel Core i7-1360P Processor / 16GB / 512GB, 3K AMOLED Screen, 120hz, Fingerprint Reader, FHD Webcam, 2023 Model, NP940XFG-KC2US, Graphite","1,648.99",,,Type: Home / PersonalModel #: 945827847028Item #: 9SIA8X5JX82698Return Policy: View Return Policy
2207,"SAMSUNG 14"" Galaxy Book3 Pro Laptop Computer, 13th Gen Intel Core i7-1360P Processor / 16GB / 1TB, 3K AMOLED Screen, 120hz, Fingerprint Reader, FHD Webcam, 2023 Model, NP940XFG-KA1US, Beige","2,098.99",,,Type: Home / PersonalModel #: 945827847936Item #: 9SIA8X5JX82599Return Policy: View Return Policy
2208,"[2023] HIDevolution ASUS ROG Zephyrus M16 GU604VI 16"" QHD+ 240Hz, 2.6 GHz i9-13900H, RTX 4070, 32 GB DDR5 RAM, 1 TB PCIe SSD, Windows 11 Home","2,379.00",rated 5 out of 5,1,Resolution: 2560 x 1600Weight: 4.63 lbsPart Number: GU604VI-M16.I94070-HID6Color: BlackModel #: GU604VI-M16.I94070-HID6Return Policy: View Return Policy
2209,"New Dell Latitude 3520 Laptop 15.6"" Full HD Intel core i7-1165G7 32 GB DDR4 RAM 1 TB M2 PCIe NVMe SSD Windows 11 Pro Black","1,336.00",,,Type: Work / BusinessColor: BlackModel #: B2C_Latitude-3520_32_1SDReturn Policy: View Return Policy
2210,"HP - 14"" Laptop - Intel Celeron - 4GB Memory - 64GB eMMC - Jet Black Notebook 14-dq0051dx",244,,,Type: Everyday ValueModel #: 14-dq0051dx 2Return Policy: View Return Policy
2211,"Refurbished Dell Latitude 5400 14"" Laptop, Intel Core i5 8365U 1.6Ghz, 32GB DDR4, 256GB NVMe PCIe M.2 SSD, 1080p Full HD, USB Type-C, HDMI, Webcam, Windows 10 Pro (Grade BLCD)",349.99,,,Type: MainstreamResolution: 1920 x 1080Graphics Card: Intel UHD GraphicsLCD Features: LED backlightModel #: DPC-20110Item #: 9SIADUMJTC0674Return Policy: View Return Policy
2212,"Lenovo X1 Yoga Gen 6 (ThinkPad), 2 in 1, Laptop, 14"" WQUXGA 4K, Touchscreen, Core i7 11th Gen., Iris Xe, 16GB, 512GB PCIe, Cam, Backlit KBD, Fingerprint, Windows 10 Pro, 2-Yr Lenovo WTY- 20Y0S3QU00",,,,
2213,"Lenovo Thinkpad 13 FHD (1920x1080) 13.3"" IPS Grade A Business Laptop, Intel 7th Gen Celeron 3865U Professor, 1.8GHz Base Frequency, 16GB DDR4 RAM, 256GB SSD, Wi-Fi, Bluetooth, Windows 10 Pro 64-bit",,,,
2214,"HP EliteBook 830 G6 13.3"" FHD Grade A Business Laptop, Intel Core i7-8665U Processor, 1.9GHz Base Frequency, 8GB DDR4 RAM, 512GB Solid State Drive, Wi-Fi, Bluetooth, Camera, Windows 10 Pro 64 bit",,,,
2215,"Lenovo ThinkPad X1 Extreme Gen 3 15.6"" FHD (Intel 6-Core i7-10750H, 64GB RAM, 2TB PCIe SSD, GTX 1650 Ti) Mobile Workstation Laptop, 2 x Thunderbolt 3, Backlit, Fingerprint, Windows 10 Pro","2,049.99",,2,
2216,"Lenovo Thinkpad T480s 14"" Full HD 1920 x 1080 Ultrabook- 8th Gen Intel QUAD Core i5-8350U 1.7GHz  16 GB RAM DDR4 512 GB SSD,Wi-Fi, Bluetooth, Webcam Windows 10 Pro",269.9,,,
2217,"Lenovo ThinkPad L380 Yoga 2-in-1 Laptop, 13.3"" FHD Touchscreen, Intel Core i5-8250U, 16GB RAM, 512GB SSD, Fingerprint Reader, Backlit Keyboard, for Education, Gaming, Business, Windows10 Pro 64 bit",279.9,,,
2218,"Refurbished HP Elitebook 840 G5 FHD (1920x1080) 14.0'' Grade A Business Laptop, Intel Core i5-7300U Processor, 2.6GHz Base Frequency, up to 3.5GHz, 16GB DDR4 RAM, 256GB SSD, Wi-Fi, Bluetooth, Windows 10 Pro",299.99,,,Part Number: HP Elitebook 840 G5Color: SilverBluetooth: YesType: Work / BusinessModel #: HP Elitebook 840 G5Item #: 9SIACBWK0Y4097Return Policy: View Return Policy
2219,"New Dell Latitude 5520 Laptop 15.6"" Full HD 1920 x 1080 Intel Iris Xe Graphics Intel core i5-1145G7 32GB DDR4 RAM 1TB PCIe M.2 SSD Backlit Keyboard Windows 10 Pro Silver","1,289.00",,,Type: Work / BusinessColor: SilverModel #: B2C_Latitude5520_10-5-22_32_1SD_10Return Policy: View Return Policy
2220,Lenovo Thinkpad X260 Laptop Intel Core i5 2.40 GHz 8GB Ram 256GB SSD Windows 10 Pro (Renewed) (20F5-S0X),$214.00 ,,,Type: MainstreamModel #: 20F5-S0X-0Item #: 9SIAKVHJEJ8045Return Policy: View Return Policy
2221,"HP ZBook Fury G8 Home & Business Laptop (Intel i7-11850H 8-Core, 17.3"" 60Hz Full HD (1920x1080), NVIDIA RTX A3000, 64GB RAM, 1TB m.2 SATA SSD + 2TB  HDD, Win 10 Pro) with G2 Universal Dock","2,419.99",,,Type: Work / BusinessResolution: 1920 x 1080Memory Speed: DDR4WLAN: Wi-Fi 6 AX201Model #: ME-164846318561Return Policy: View Return Policy
2222,"Dell Inspiron 15 3511 Laptop - 15.6-inch (1920x1080) FHD Touch Display, Core i7-1165G7, 16GB DDR4 RAM, Intel Iris Xe Graphics, 1-Year Mail in Service - Black",878.99,,,Type: Everyday ValueModel #: 884116393658Item #: 9SIA8X5JX73730Return Policy: View Return Policy
2223,"Lenovo IdeaPad Flex 5-2023 - Touchscreen 2-in-1 Laptop - Windows 11 Home - 14"" FHD Display - 16GB Memory - 512GB Storage - AMD Ryzen 5 5500U - Abyss Blue",579.99,,,Type: Home / PersonalGraphic Type: Integrated CardModel #: 82HU015BUSReturn Policy: View Return Policy
2224,"Dell Inspiron 15 3530 Laptop - 15.6-inch FHD 120Hz Display, Core i5-1335U, 16GB DDR4 RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11 Home, 1 Year Premium Support - Platinum Silver","1,023.99",,,Type: Everyday ValueModel #: i3530-5074SLV-PUSItem #: 9SIA8X5JX73732Return Policy: View Return Policy
2225,"Dell Inspiron 16 5630 Laptop - 16-inch 16:10 FHD+ Display, Core i7-1360P, 16GB LPDDR5 RAM, 1TB SSD, Intel Iris Xe Graphics, Windows 11 Pro, 1 Year Premium Support - Platinum Silver","1,363.99",,,Type: Everyday ValueModel #: i5630-7862SLV-PUSItem #: 9SIA8X5JX73729Return Policy: View Return Policy
2226,"2022 ASUS ExpertBook B1 B1500 15.6"" FHD (Intel 4-Core i5-1135G7, 24GB RAM, 1TB PCIe SSD, Military Grade Durable) Business Laptop, Fingerprint, Backlit, 3-Year Warranty, Windows 10 Pro",$929.99 ,,,Part Number: B1500CEAE-C53POperating System: Windows 10 ProGraphics Card: Intel Iris Xe GraphicsVideo Memory: Shared memoryModel #: ExperBook B1500 i5 24 1Return Policy: View Return Policy
2227,"ASUS TUF Gaming A17 (2022) Gaming Laptop, 17.3"" 144Hz FHD IPS-Type Display, AMD Ryzen 7 6800H, GeForce RTX 3060, 16GB DDR5, 512GB PCIe SSD, Wi-Fi 6, Windows 11 Home, Mecha Gray, FA707RM-ES73","1,620.00",rated 4.5 out of 5,6,Resolution: 1920 x 1080Weight: 5.73 lbs.Part Number: 90NR0971-M000H0Color: Mecha GrayModel #: FA707RM-ES73Item #: 9SIBF2CJGD2144Return Policy: View Return Policy
2228,"HP 17 Laptop 17.3"" FHD IPS Anti-Glare 11th Gen Intel Quad-Core i5-1135G7 32GB DDR4 1TB SSD Intel Iris Xe Graphics HDMI WiFi5 Bluetooth4.2 Win10 Silver",869.99,,,Type: Home / PersonalResolution: 1920 x 1080WLAN: 802.11ac Wireless LANBluetooth: YesModel #: HP17-0927-006Return Policy: View Return Policy
2229,"ASUS Vivobook 17X Business Laptop 17.3"" FHD IPS Display (AMD Ryzen 7 5800H 8-Core 3.20GHz, AMD Radeon, 24GB RAM, 512GB PCIe SSD, Fingerprint, WiFi 6, BT 5.2, Webcam, Win 11 Home)",869.99,,,Type: Work / BusinessResolution: 1920 x 1080Memory Speed: DDR4WLAN: WIFI 6 MT7921Model #: ME-15115028647Item #: 9SIA7ABJU90588Return Policy: View Return Policy
2230,"Dell XPS 13 9310 Touchscreen Laptop - 13.4-inch UHD+ Display, Thin and Light, Intel Core i5-1135G7, 8GB LPDDR4x RAM, 512GB SSD, Intel Iris Xe, Killer Wi-Fi 6 with Dell Service, Win 11 Home - Silver","1,523.99",,,Type: Everyday ValueModel #: XPS9310-5024SLV-SUSItem #: 9SIA8X5JX73750Return Policy: View Return Policy
2231,"Lenovo Laptop ThinkPad E14 Gen 4 Intel Core i5 12th Gen 1235U (1.30GHz) 8GB Memory 256 GB PCIe SSD Intel Iris Xe Graphics 14.0"" Windows 11 DG Windows 10 Pro 64 21E3008HUS",792.21,,,Type: Work / BusinessResolution: 1920 x 1080Weight: 3.51 lbs.Graphics Card: Intel Iris Xe GraphicsModel #: 21E3008HUSReturn Policy: View Return Policy
2232,"Dell Inspiron 7630 Laptop - 16-inch 16:10 2.5K (2500x1600) Display, Intel Core i7-13700H, 16GB LPDDR5 RAM, 512GB SSD, NVIDIA GeForce RTX 3050 6GB GDDR6, Services Included, Windows 11 Pro - Silver","1,772.98",,,Type: Everyday ValueModel #: i7630-7060SLV-PUSItem #: 9SIA8X5JX73682Return Policy: View Return Policy
2233,"HP ProBook 455 G9 15.6"" Notebook - Full HD - 1920 x 1080 - AMD Ryzen 7 5825U Octa-core (8 Core) - 16 GB Total RAM - 512 GB SSD - Windows 10 Pro - AMD Radeon Graphics - In-plane Switching (IPS) Te",888.99,,,Type: Home / PersonalResolution: 1920 x 1080Bluetooth: YesWebcam: YesModel #: 64T33UT#ABAItem #: 1TS-000D-0WXP8Return Policy: Standard Return Policy
2234,"Dell Latitude 7420 Business Laptop PC 14"" FHD, Intel i5-1145G7, 16GB RAM, 512GB NVMe SSD, Webcam, AX Wi-Fi, Bluetooth, SD Card Reader, HDMI, USB Type-C Thunderbolt - Windows 11 Pro",739.99,,,Type: Work / BusinessResolution: 1920 x 1080Weight: 2 - 2.9 lbs.WLAN: 802.11ax Wireless LANModel #: NWL7420.I5.02Item #: 9SIA65EJS94049Return Policy: View Return Policy
2235,"ASUS - ROG 13.4"" Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA RTX3050 Ti V4G Graphics - 1TB SSD - Notebook PC Computer - OFF BLACK
 GV301QE-211.ZG13","1,689.00",,,Model #: GV301QE-211.ZG13Return Policy: View Return Policy
2236,ASUS Laptop VivoBook Intel Core i5 12th Gen 12500H (2.50GHz) 16GB Memory 512 GB PCIe SSD Intel Iris Xe Graphics 15.6 Windows 11 Home F1502ZA-NB54,$699.99 ,,,Type: Home / PersonalResolution: 1920 x 1080Weight: 3.75 lbs.Graphics Card: Intel Iris Xe GraphicsModel #: F1502ZA-NB54Item #: N82E16834236465Return Policy: Standard Return Policy
2237,"Lenovo Ideapad Gaming 3 15.6"" FHD Gaming Laptop 120Hz AMD Ryzen 7-7735HS 16GB RAM 512GB SSD NVIDIA GeForce RTX 4050 Windows 11 Onyx Grey",999.99,,,Resolution: 1920 x 1080Graphic Type: Integrated CardBluetooth: YesHDMI: 1 x HDMIModel #: 82SB00K9USItem #: 9SIA24GJMJ2697Return Policy: View Return Policy
2238,"ASUS - ROG Zephyrus 14"" FHD 144Hz Gaming Laptop - AMD Ryzen 7 - 16GB DDR4 Memory - NVIDIA GeForce RTX 3060 - 512GB PCIe SSD - Moonlight White GA401QM-G14.R73060 Notebook","1,084.97",rated 1 out of 5,1,Model #: GA401QM-G14.R73060Return Policy: View Return Policy
2239,"ASUS VivoBook 15 F513 15.6"" Laptop Intel 11th Gen i5-1135G7 16GB 256GB SSD F513EA-OS56 Notebook",$599.99 ,rated 3 out of 5,1,Type: Everyday ValueResolution: 1920 x 1080Graphics Card: Intel Iris Xe GraphicsPart Number: F513EA-OS56-NWModel #: F513EA-OS56-0Return Policy: View Return Policy
2240,"MSI Modern 15 Thin and Light Daily Laptop: 15.6"" FHD 1080p, Intel Core i7-1195G7, Intel Iris Xe, 16GB, 512GB SSD, Win10, Carbon Gray (A11MU-681) (Modern15A681)","1,159.99",,,Type: MainstreamModel #: Modern15A681-0Return Policy: View Return Policy
2241,"ASUS VivoBook 15 Thin Light Laptop Laptop I 15.6"" Full HD display I AMD Quad-Core Ryzen 7 3700U I AMD Radeon Vega 10 Graphics I 12GB DDR4  512GB PCIe SSD I Fingerprint Backlit KB Win10","1,099.99",rated 4.4 out of 5,111,Type: GamingResolution: 1920 x 1200Weight: 3 - 3.9 lbs.LCD Features: LED backlightModel #: vivo-71458836Item #: 9SIA8TKJK47601Return Policy: View Return Policy
2242,ASUS ROG Flow Z13 GZ301VV (i9-13900H/8G*2/RTX4060/1TB PCIe/W11/QHD/165Hz/13.4) Touch Gaming Laptop,"2,768.84",rated 5 out of 5,1,"Model #: ASUS ROG GZ301VV-13.4""Return Policy: View Return Policy"
2243,"Dell Inspiron 3511 15.6"" Full HD 1920 x 1080, 10th Gen Intel Core i5-1035G7 Quad Core Processor, 16GB DDR4 RAM, 512GB SSD, Intel UHD Graphics, Wifi-AC, Bluetooth,HDMI,USB, Windows 11 Pro",626.79,rated 5 out of 5,1,Type: MainstreamResolution: 1920 x 1080Weight: 4Graphics Card: Intel UHD GraphicsModel #: 3511i516512Return Policy: View Return Policy
