ID,Name,Price ($),Rating,Number of Ratings,Product Info
2097,"XPC MSI Prestige 16 16"" QHD+ 165Hz MiniLED Ultra Thin Professional Laptop Intel® Core i7-13700H RTX 4060 32GB LPDDR5 2TB NVMe SSD Win 11 Pro, A13VF-039US","2,379.00",,,Type: Work / BusinessResolution: 2560 x 1600Weight: 4.19 lbs.Graphics Card: NVIDIA GeForce RTX 4060 Laptop GPUModel #: PRE1613039-1Item #: 9SIAAPKJXB7265Return Policy: View Return Policy
2098,"Microsoft Surface Laptop Studio Core i7-11370H 16GB 512GB SSD ax BT WC RTX 3050Ti 14.4"" PS MT W11P","2,099.22",,,Battery Life: Up to 18 HoursWeight: 4.00 lbs.Color: PlatinumOperating System: Windows 11 ProModel #: ABR-00001Return Policy: View Return Policy
2099,"Refurbished Lenovo X1 Carbon Laptop Core i7 5600U (2.60 GHz) 8 GB Memory 480 SSD 14.0"" Windows 10",308,rated 4.5 out of 5,2,Type: WorkstationResolution: 1920 x 1080Display Type: Full HDGraphic Type: Integrated CardModel #: NE5-32018Return Policy: View Return Policy
2100,"2023 HP 15.6"" FHD Premium Laptop, AMD 6-Core Ryzen 5 5500U upto 4.0GHz, 16GB RAM, 256GB PCIe SSD, AMD Radeon Graphics, USB-C, HDMI, Windows 11 Home, Blue",511.99,,,Type: MainstreamResolution: 1920 x 1080Weight: 3 - 3.9 lbs.Memory Speed: DDR4 3200Model #: 15-ef2729wm-SP-5Return Policy: View Return Policy
2101,"Lenovo - Yoga 7 16IAP7 16"" Laptop - Intel Core i7 - 16 GB Memory - 1 TB SSD - Arctic Gray 82QG002VUS Notebook","2,198.00",,,Type: Everyday ValueModel #: 82QG002VUSItem #: 9SIBMYNJXA0948Return Policy: View Return Policy
2102,"Refurbished HP EliteBook 850 G6 15.6"" FHD Laptop - i7-8565U (1.80GHz) - GRADE A - 32GB DDR4 RAM - 1TB PCIe SSD - 1920 x 1080 - Windows 11 Pro",439,,,Type: Work / BusinessResolution: 1920 x 1080Graphics Card: Intel UHD GraphicsWebcam: YesModel #: hp850i7-a-32-1tbReturn Policy: View Return Policy
2103,Acer AN515-55-53E5 - 15.6 inches - 8 GB RAM - Intel CPU - 256 GB storage - Windows 10 Home Laptop Notebook,758,,,Style: StandardType: Home / PersonalUsage: ConsumerModel #: AN515-55-53E5Return Policy: View Return Policy
2104,"Lenovo - Yoga 7i 16"" WQXGA Touch 2-in-1 Laptop - Core i5-1240P - 8GB Memory - 256GB SSD - Storm Grey Tablet Notebook 82QG0001US",699.99,,,Type: Everyday ValueModel #: 82QG0001USReturn Policy: View Return Policy
2105,"ASUS ProArt StudioBook 16 OLED Laptop, 16"" 3840x2400 OLED Display, Intel core i7-12700H, 16GB RAM, 1TB + 1TB M.2 NVMe PCIe 4.0 SSD, Nvidia Geforce RTX 3070Ti, Win 11 Home, H7600ZW-DB76","3,268.97",,,Type: Home / PersonalModel #: 906149643453Return Policy: View Return Policy
2106,"Refurbished HP ProBook 640 G4 14"" Laptop, Intel i5 8350U 1.7GHz, 16GB DDR4 RAM, 1TB NVMe M.2 SSD, 1080p Full HD, Webcam, Windows 10 Pro",$295.00 ,,,Type: MainstreamResolution: 1920 x 1080Graphics Card: Intel UHD Graphics 620LCD Features: LED backlightModel #: DPC-17956Item #: 9SIBDSAJBK5915Return Policy: View Return Policy
2107,"Dell - Inspiron 15.6"" FHD Laptop - 11th Gen Intel Core i5 - 12GB Memory - 512GB Solid State Drive - Windows 11 Home - Carbon Black",584.4,,,"Type: Home / PersonalColor: BlackModel #: 884116405511, 12, 512Return Policy: View Return Policy"
2108,"Acer Laptop TravelMate P2 (AMD) AMD Ryzen 7 PRO 5850U (1.90GHz) 8GB Memory 256 GB PCIe SSD AMD Radeon Graphics 15.6"" Windows 10 Pro 64-bit TMP215-41-G2-R32H",796.99,,,Type: Work / BusinessResolution: 1920 x 1080Weight: 3.97 lbs.Graphics Card: AMD Radeon GraphicsModel #: NX.VRYAA.002Item #: N82E16834360126Return Policy: Standard Return Policy
2109,"ASUS - Vivobook 16"" Laptop - AMD Ryzen 7 5800HS - 12GB Memory - 512GB SSD - Quiet Blue
Notebook PC Computer",679.99,,,Type: Everyday ValueModel #: M1603QA-R712512Return Policy: View Return Policy
2110,"Lenovo ThinkPad L14 Gen 3 AMD Laptop, 14.0"" FHD IPS Touch  LED Backlight, Ryzen 5 PRO 5675U, AMD Radeon, 8GB, 512GB, Win 11 Pro, One YR Onsite Warranty",711.6,,,Part Number: 21C5000SUSColor: BlackNumber of Cores: Single-core ProcessorDisplay Type: Full HDModel #: 21C5000SUSItem #: 9SIAHRCJ3Y1027Return Policy: View Return Policy
2111,"ASUS Zenbook Pro Duo 15 OLED Home & Business Laptop (Intel i9-12900H 14-Core, 15.6"" 60Hz Touch 4K Ultra HD (3840x2160), GeForce RTX 3060, 32GB LPDDR5 4800MHz RAM, 4TB PCIe SSD, Win 11 Pro)","3,199.99",,,Type: Work / BusinessResolution: 3840 x 2160Memory Speed: LPDDR5WLAN: Wi-Fi 6 AX201Model #: ME-129119121093Item #: 9SIA7ABHZA5994Return Policy: View Return Policy
2112,"New Acer  Aspire 3 17.3""HD+ Laptop | Intel Core i3-1115G4 Processor | 8GB RAM | 256GB SSD | Windows 11 Home | Bundle with Mouse Pad",479.99,,,Type: Everyday ValueColor: SilverOperating System: Windows 11 HomeScreen: 17.3Model #: ACER/8/256/MPReturn Policy: View Return Policy
2113,MSI Katana GF76 17 Premium Gaming Laptop 17.3” FHD IPS 144Hz Display 11th Gen Intel Octa-Core i7-11800H 32GB DDR4 1TB SSD GeForce RTX 3050 Ti 4GB Backlit USB-C WiFi6 Nahimic Win10 Black,"1,589.00",,,Type: Everyday ValueResolution: 1920 x 1080LCD Features: In-plane Switching (IPS) TechnologyWLAN: 802.11ax Wireless LANModel #: GF76-1015-004Item #: 9SIB6HNGMM0478Return Policy: View Return Policy
2114,"Refurbished HP EliteBook 830 G7 13.3"" 1920x1080 Full HD Touchscreen Laptop PC, Intel Core i7 10th Gen 10610U 1.80GHz, 16GB DDR4 RAM, 512GB M.2 SSD, Windows 10 Pro 64-bit Grade B Manufacturer wty",$439.99 ,rated 4.5 out of 5,2,Resolution: 1920x1080Weight: 2 - 2.9 lbs.Graphics Card: UHD GraphicsWebcam: YesModel #: 782248423204Item #: 9SIADT2FK80482Return Policy: View Return Policy
2115,"Dell Latitude 5420 14"" Full HD Laptop,11th Gen Intel Core i5-1145G7 Vpro Processor,32GB DDR4,512GB SSD,Intel Iris Xe Graphics,Wifi-AX,Bluetooth,HDMI,ThunderBolt,Smart Card Reader,Windows 10 Pro",899.99,,,Type: Work / BusinessResolution: 1920 x 1080Weight: 3.2Graphics Card: Intel Iris Xe GraphicsModel #: DELLLAT5420i532512SD45VItem #: 9SIAE4NJH35216Return Policy: View Return Policy
2116,"HP Victus 15 Gaming Laptop, 12th Gen Intel 8-Core i5-12450H (>i7-11370H) GeForce GTX 1650, 64GB DDR4  2TB PCIe SSD, 15.6"" FHD IPS 144Hz Display, WiFi, USB, HDMI Bluetooth, Windows 11 Pro","1,329.00",,,Type: GamingResolution: 1920 x 1080Weight: 5 - 5.9 lbs.Graphics Card: NVIDIA GeForce GTX 1650Model #: 309X HPVictus 15i5 1650ga-028Item #: 9SIB6HNJMU4456Return Policy: View Return Policy
2117,"Refurbished Apple Laptop (Late 2021) MacBook Pro Apple M1 Pro 16GB Memory 512 GB SSD 14.0"" macOS 12 Monterey MKGP3LL/A","1,424.95",,,Type: Home / PersonalLCD Features: Liquid Retina XDR displayWLAN: 802.11ax Wireless LANBluetooth: Bluetooth 5.0Model #: MKGP3LL/AItem #: 9SIABMTJU00432Return Policy: View Return Policy
2118,"Lenovo Yoga 7i 16"" 2.5K Touchscreen 2-in-1 Laptop, 12th Intel Evo Platform 12-Core i5-1240P, 8GB LPDDR5 RAM, 256GB SSD, Intel Iris Xe Graphics, Backlit KB, FP, Win11 H, W/Stylus Pen","1,049.00",,,Type: Home / PersonalModel #: 907052964024Item #: 9SIAMRPJXA6487Return Policy: View Return Policy
2119,"12th Gen Intel Core i7-1255U 10-Core Processor,16GB DDR4 RAM,1TB SSD,Lenovo IdeaPad 5 15.6"" Full HD IPS TouchScreen Laptop,NVIDIA GeForce MX550 2GB, Wifi-6,Bluetooth,HDMI,Windows 11 Pro",975,,,Type: MainstreamResolution: 1920 x 1080Weight: 4.1Graphics Card: NVIDIA GeForce MX550Model #: LENIDP5i7161TBSD11MX550ZDItem #: 9SIAE4NJV27145Return Policy: View Return Policy
2120,"Lenovo Ideapad 5 Pro Laptop: Ryzen 5 5600H, 512GB SSD, 8GB RAM, 15.6"" 2560x1600 Display",599.99,,,Type: Everyday ValueColor: GrayModel #: 82L500F5USItem #: 9SIAEYJJ9B5087Return Policy: View Return Policy
2121,"Lenovo Yoga 7i 16"" 2.5K (2560 x 1600) Touchscreen 2-in-1 Convertible Laptop Tablet, 12th Intel Evo Platform 12-Core i5-1240P, 8GB LPDDR5 RAM, 512GB SSD, Backlit KB, Fingerprint, Windows 11, w/Battery","1,079.00",,,Type: Home / PersonalModel #: 907052958849Item #: 9SIAMRPJXA6486Return Policy: View Return Policy
2122,"HP 2022 15.6"" Touchscreen Laptop, 11th Gen Intel Core i3-1115G4 Processor, 16GB RAM, 256GB PCIe SSD, Intel UHD Graphics, HD Webcam, Windows 11 S, Natural Silver, 32GB Snowbell USB Card",778,,,Type: MainstreamModel #: -0BMGYL8XRReturn Policy: View Return Policy
2123,"2022 HP 15.6"" Touchscreen Laptop, 11th Gen Intel Core i3-1115G4 Processor, 32GB RAM, 1TB PCIe SSD, Intel UHD Graphics, HD Webcam, Windows 11 S, Natural Silver, 32GB Snowbell USB Card",778,,,Type: MainstreamModel #: -0BMGWD6MSReturn Policy: View Return Policy
2124,"2022 HP Envy x360 2-in-1 15.6"" FHD Touch Screen Laptop, AMD Ryzen 5 5625U, 16GB RAM, 512GB SSD, AMD Radeon Graphics, FHD Camera,  Alexa, Backlit Keyboard, Windows 11, Black, 32GB USB Card",918,,,Type: MainstreamModel #: -0B6BFTCXHReturn Policy: View Return Policy
2125,"Refurbished Lenovo Grade A Laptop ThinkPad Intel Core i5 8th Gen 8350U (1.70GHz) 8GB Memory 256 GB M.2 NVMe SSD Intel UHD Graphics 620 14.0"" Windows 10 Pro 64-bit T480s",249,rated 5 out of 5,1,Type: Work / BusinessResolution: 1920 x 1080Weight: 2.90 lbs.Graphics Card: Intel UHD Graphics 620Model #: NE5-33237Return Policy: View Return Policy
2126,"Refurbished HP ProBook 650 G3 Laptop 15.6"" Intel Core i7 7600u 2.8GHz 8GB DDR4  256GB SSD M.2 Windows 10 Pro GB",155,,,Type: Work / BusinessResolution: 1366 x 768Bluetooth: YesColor: BlackModel #: HP650G3-GBReturn Policy: View Return Policy
2127,"ROG Zephyrus M Thin and Portable Gaming Laptop, 15.6” 240Hz FHD IPS, NVIDIA GeForce RTX 2070, Intel Core i7-9750H, 16GB DDR4 RAM, 1TB PCIe SSD, Per-Key RGB, Windows 10 Home, GU502GW-AH76","1,849.99",,,Model #: GU502GW-AH76Return Policy: View Return Policy
2128,"Lenovo X1 Yoga Gen 6 (ThinkPad), 2 in 1, Laptop, 14"" WQUXGA 4K, Touchscreen, Core i7 11th Gen., Iris Xe, 16GB, 512GB PCIe, Cam, Backlit KBD, Fingerprint, Windows 10 Pro, 2-Yr Lenovo WTY- 20Y0S3QU00",,,,
2129,"Lenovo Thinkpad 13 FHD (1920x1080) 13.3"" IPS Grade A Business Laptop, Intel 7th Gen Celeron 3865U Professor, 1.8GHz Base Frequency, 16GB DDR4 RAM, 256GB SSD, Wi-Fi, Bluetooth, Windows 10 Pro 64-bit",,,,
2130,"HP EliteBook 830 G6 13.3"" FHD Grade A Business Laptop, Intel Core i7-8665U Processor, 1.9GHz Base Frequency, 8GB DDR4 RAM, 512GB Solid State Drive, Wi-Fi, Bluetooth, Camera, Windows 10 Pro 64 bit",,,,
2131,"Lenovo ThinkPad X1 Extreme Gen 3 15.6"" FHD (Intel 6-Core i7-10750H, 64GB RAM, 2TB PCIe SSD, GTX 1650 Ti) Mobile Workstation Laptop, 2 x Thunderbolt 3, Backlit, Fingerprint, Windows 10 Pro","2,049.99",,2,
2132,"Lenovo Thinkpad T480s 14"" Full HD 1920 x 1080 Ultrabook- 8th Gen Intel QUAD Core i5-8350U 1.7GHz  16 GB RAM DDR4 512 GB SSD,Wi-Fi, Bluetooth, Webcam Windows 10 Pro",269.9,,,
2133,"Lenovo ThinkPad L380 Yoga 2-in-1 Laptop, 13.3"" FHD Touchscreen, Intel Core i5-8250U, 16GB RAM, 512GB SSD, Fingerprint Reader, Backlit Keyboard, for Education, Gaming, Business, Windows10 Pro 64 bit",279.9,,,
2134,"Lenovo IdeaPad 3i 14 Laptop, 14"" FHD (1920 x 1080) Display, Quad-core Intel i5-1135G7 Processor, Intel Iris Xe Graphics, 16GB DDR4  1TB PCIe SSD, Dolby Audio, Wi-Fi 6, Windows 11 Pro",679,,,Type: Home / PersonalResolution: 1920 x 1080Weight: 3 - 3.9 lbs.Graphics Card: Intel Iris Xe GraphicsModel #: IdeaPad3i146191135G7-008Return Policy: View Return Policy
2135,"Lenovo - 2022 - IdeaPad Flex 5i - 2-in-1 Chromebook Laptop Computer - Intel Core i3-1115G4 - 13.3"" FHD Touch Display - 8GB Memory - 128GB Storage - Chrome OS",409.99,,,Type: Everyday ValueModel #: 82M7004CUX 2Return Policy: View Return Policy
2136,"ASUS Vivobook Business Laptop 16.0"" Wide UXGA IPS-level (AMD Ryzen 7 5800HS 8-Core 3.20GHz, AMD Radeon, 16GB RAM, 512GB PCIe SSD, WiFi 6, Webcam, Bluetooth 5.2, Win 11 Home)",709.99,,,Type: Work / BusinessResolution: 1920x1200Memory Speed: DDR4WLAN: WIFI 6 MT7921Model #: ME-16348828592Item #: 9SIA7ABJWR6616Return Policy: View Return Policy
2137,"Refurbished HP Envy X360 15.6"" Full HD Touchscreen Laptop/Tablet Convertible, AMD Hexa-Core Ryzen 5 5500U, 8GB Memory, 256GB SSD, Backlit Keyboard, FingerPrint, WiFi, Bluetooth, Windows 10, Nightfall Black",449.4,,,Graphics Card: Integrated AMD Radeon GraphicsColor: BlackOperating System: Windows 10 HomeCPU: AMD Ryzen 5 5500U Hexa-Core Processor 2.1GHz (4.0GHz Boost)Model #: 612H2U8R#ABA-NFBItem #: 9SIADVHHV03215Return Policy: View Return Policy
2138,"Refurbished Lenovo ThinkPad E15 G2 Core i5-1135G7 2.4GHz 8GB 256GB SSD NVMe 15.6"" 1080P Windows 10 Pro Iris Xe Laptop",419,,,Color: BlackResolution: 1920 x 1080Graphic Type: Intel Integrated Intel Iris XeBacklit Keyboard: Non-backlitModel #: 20TD003KUSReturn Policy: View Return Policy
2139,"*OPEN CARTON* Dell Inspiron 3511 15.6"" Full HD LED Laptop,11th Gen Intel Core i7-1165G7 Processor,32GB DDR4 RAM,1TB SSD, Intel Iris Xe Graphics,Wifi-AC,Bluetooth,HDMI,USB,Windows 11 Pro",895,,,Type: MainstreamResolution: 1920 x 1080Weight: 4Graphics Card: Intel Iris Xe GraphicsModel #: DELL3511i7321TBSDHNTReturn Policy: View Return Policy
2140,"2022 Lenovo Legion 5 17.3"" FHD IPS Premium Gaming Laptop, AMD 6-Core Ryzen 5 5600H upto 4.2GHz, 16GB RAM, 1TB PCIe SSD, NVIDIA GTX 1650 4GB, Backlit Keyboard, Windows 11 Home",983.99,,,Resolution: 1920 x 1080Weight: 6 - 6.9 lbs.Color: BlackOperating System: Windows 11 HomeModel #: 82K00045U-SP-13Return Policy: View Return Policy
2141,"Lenovo Laptop ThinkPad X1 Nano Gen 1 Intel Core i5 11th Gen 1130G7 (1.80GHz) 16GB Memory 256 GB PCIe SSD Intel Iris Xe Graphics 13.0"" Windows 10 Pro 64-bit 20UN000DUS",899.99,,,Type: Work / BusinessResolution: 2160 x 1350Weight: 1.99 lbs.Graphics Card: Intel Iris Xe GraphicsModel #: 20UN000DUSReturn Policy: View Return Policy
2142,"ASUS TUF 17 Gaming Laptop, 17.3"" 144Hz IPS-Level FHD Display, 64GB DDR4  4TB PCIe SSD, Backlit Keyboard with numeric keypad, Windows 10 Pro, Intel Core i5-11260H, NVIDIA GeForce RTX 3050, Win10 Pro","1,769.00",,,Resolution: 1920 x 1080Color: BlackCPU: i5-11260HGraphics Card: NVIDIA GeForce RTX 3050Model #: TUF 17-03RTiJF356Item #: 9SIB6HNJ747503Return Policy: View Return Policy
2143,"Refurbished HP Chromebook x360 Laptop 14b-cb0033dx 14"" Touchscreen 4GB DDR4 RAM 64GB eMMC",150,,,Type: Work / BusinessResolution: 1366 x 768Weight: 3.5700Storage Spec: 64GBModel #: 677H1UA#ABAItem #: 9SIB8Z9K0Y7557Return Policy: View Return Policy
2144,"ASUS TUF Dash 15.6"" 144Hz Gaming Laptop, FHD IPS Display, 32GB DDR5 RAM, 1TB PCIE SSD, NVIDIA GeForce RTX 3070 6GB, Intel 10-Core i7-12650H, Backlit Keyboard, WiFi 6, Windows 11 Home 1 TB 32GB","1,429.99",rated 3 out of 5,1,Type: GamingResolution: 1920 x 1080Weight: 4.41lbsMemory Speed: DDR5 4800Model #: 003722-32-1024Item #: 9SIB337JUX1270Return Policy: View Return Policy
2145,"Refurbished Grade B Dell XPS 13 9350 13.3"" Refurb Laptop - Intel Core i5 6200U 6th Gen 2.3 GHz 8GB LPDDR3 SATA 2.5"" 256GB SSD Windows 10 Home - Webcam, Bluetooth",130,,,Type: Everyday ValueWeight: 2 - 2.9 lbs.Bluetooth: YesBattery: Lithium IonModel #: 14-DL-139350-01Item #: 9SIA6A3JB84513Return Policy: View Return Policy
2146,"SAMSUNG 14"" Galaxy Book2 Business Laptop Computer, i5P / 16GB / 256GB, Windows 11 PRO, 12th Gen Intel vPro 28W Processor w/ Enhanced Security, 2022 Model, NP641BEF-KA1US, Graphite (NP641BEF-KA1US)","1,258.99",,,Type: MainstreamModel #: NP641BEF-KA1US-0Return Policy: View Return Policy
2147,"MSI Laptop Intel Core i9 11th Gen 11900H (2.50GHz) 16GB Memory 1 TB NVMe SSD NVIDIA GeForce RTX 3060 Laptop GPU 16.0"" Touchscreen Windows 10 Pro 64-bit Creator Z16 A11UET-045","2,148.01",rated 3.9 out of 5,11,"Type: Content Creation / Work / BusinessResolution: 2560 x 1600Weight: 5.07 lbs.Graphics Card: NVIDIA GeForce RTX 3060 Laptop GPU
Up to 1357MHz Boost Clock, 65W Maximum Graphics Power with Dynamic BoostModel #: CreatorZ16A11UET-045Return Policy: View Return Policy"
2148,"Refurbished HP Grade A Laptop EliteBook Intel Core i7 6th Gen 6600U (2.60GHz) 16GB Memory 1 TB SSD Intel HD Graphics 520 14.0"" Windows 10 Pro 64-bit 840 G3",258,rated 3 out of 5,1,Type: Work / BusinessResolution: 1920 x 1080Graphics Card: Intel HD Graphics 520Webcam: YesModel #: NE5-33361Return Policy: View Return Policy
2149,"Dell Latitude 5420 14"" Full HD Laptop,11th Gen Intel Core i7-1185G7 vPro Processor,32GB DDR4,1TB SSD,Intel Iris Xe Graphics,Wifi-AX,Bluetooth,ThunderBolt,Smart Card Reader,Windows 10 Pro","1,199.99",,,Type: Work / BusinessResolution: 1920 x 1080Weight: 3.2Graphics Card: Intel Iris Xe GraphicsModel #: DELLLAT5420i7321TBSD10VPItem #: 9SIAE4NJRP5179Return Policy: View Return Policy
2150,"Refurbished DELL Grade A Latitude E7250 Business Laptop - Intel Core i7-5600U (upto 3.20 GHz) 16GB Memory 256GB SSD 12.5"" HD WebCam Windows 10 Pro 64-Bit",424.81,rated 5 out of 5,3,Type: MainstreamResolution: 1366 x 768Graphics Card: Intel® HD Graphics 5500Memory Speed: DDR3L 1600Model #: DELL E7250 i7 16 SSDReturn Policy: View Return Policy
2151,"EVOO  12.5"" HD Ultra Slim Laptop, Intel Celeron Quad Core CPU, 3GB RAM, 32GB Storage, Fingerprint Scanner, Black - EV-C-125-3-BK",172.49,,,Model #: EV-C-125-3-BKItem #: 9SIADDTJZS4441Return Policy: View Return Policy
2152,"Refurbished Dell Latitude 7490 14"" Touchscreen Laptop, Intel Core i7 8650U 1.9Ghz, 32GB DDR4, 1TB M.2 NVMe PCIe SSD, FHD 1080p, USB Type-C, HDMI, Webcam, Windows 10 Pro",475,rated 5 out of 5,1,Type: MainstreamResolution: 1920 x 1080WLAN: 802.11ac Wireless LANBluetooth: Bluetooth 4.2Model #: DPC-17901Return Policy: View Return Policy
2153,"ASUS TUF Gaming A17 Gaming & Entertainment Laptop (AMD Ryzen 7 7735HS 8-Core, 17.3"" 144Hz Full HD (1920x1080), GeForce RTX 4060, 16GB DDR5 4800MHz RAM, 1TB SSD, Backlit KB, Wifi, Win 11 Home)","1,699.99",,,Resolution: 1920 x 1080Color: BlackNumber of Cores: 8-core ProcessorTurbo Frequency: 4.7 GHzModel #: ME-165914Return Policy: View Return Policy
2154,"Refurbished Dell Latitude E5570, 15.6"" Laptop, Intel i7-6600u, 16GB RAM, 256GB SSD, Windows 10 Pro",499,,,Type: Business LaptopResolution: 1366 x 768 HDWeight: 4.61Graphics Card: Intel HD 520 and AMD Radeon R7 M360Model #: D10056Return Policy: View Return Policy
2155,"MSI GF76 17 Gaming Laptop, 12th Gen Intel Core 14-Cores i7-12700H(Beats i9-11950H), RTX 3050 Ti 4GB Graphics, 16GB DDR4  2TB PCIe SSD, 17.3"" 144 Hz IPS Display, Backlight Keyboard, Windows 11","1,459.00",,,Type: GamingResolution: 1920 x 1080Weight: 5 - 5.9 lbs.Graphics Card: NVIDIA GeForce RTX 3050 Ti Laptop GPUModel #: GF7617i73050TiX-016Item #: 9SIB6HNJYR5965Return Policy: View Return Policy
2156,"MSI GF76 17 Gaming Laptop, 12th Gen Intel Core 14-Cores i7-12700H(Beats i9-11950H), RTX 3050 Ti 4GB Graphics, 32GB DDR4  1TB PCIe SSD, 17.3"" 144 Hz IPS Display, Backlight Keyboard, Windows 11 Pro","1,459.00",,,Type: GamingResolution: 1920 x 1080Weight: 5 - 5.9 lbs.Graphics Card: NVIDIA GeForce RTX 3050 Ti Laptop GPUModel #: GF7617i73050TiX-024Item #: 9SIB6HNJYR5773Return Policy: View Return Policy
2157,"Lenovo Laptop 100e 81CYX503US Intel Celeron N3450 (1.10 GHz) 4 GB LPDDR4 Memory 128 GB eMMC Intel HD Graphics 500 11.6"" Windows 10 Pro 64-bit",329,rated 4 out of 5,3,Type: Everyday ValueResolution: 1366 x 768Weight: 2.70 lbs.Graphics Card: Intel HD Graphics 500Model #: 81CYX503USItem #: 9SIAKZ3BXX8879Return Policy: View Return Policy
2158,"Razer Blade 17 - 17.3"" Gaming Laptop - FHD 360 Hz - Intel i7-11800H  8-Core - NVIDIA GeForce RTX 3060 - 16 GB RAM - 1TB SSD - Black - US Layout","2,156.21",,,"Wide Screen Support: YesDisplay Type: 17.3"" FHD 360Hz, 100% sRGB, 6mm bezels, individually factory calibrated, 3ms Response RateSpeaker: StereoModel #: RZ09-0406AEC3-R3U1Item #: 9SIADDTJZS4461Return Policy: View Return Policy"
2159,"New ASUS VivoBook 15.6"" FHD LED Touchscreen Laptop | Intel Core i5-1035G | Intel UHD Graphics |12GB RAM | 512GB SSD+1THDD | Sonic Master Audio | HD webcam | Fingerprint Reader | Windows 10",$599.99 ,,,Color: GrayOperating System: Windows 10 HomeCPU: Intel Core i5-1035G1Screen: 15.6Model #: Asusvii-12/512/1Item #: 9SIAEYJEBZ7179Return Policy: View Return Policy
2160,"Lenovo ThinkPad T14 Gen 3 School & Business Laptop (AMD Ryzen 5 PRO 6650U 6-Core, 14.0"" 60Hz Wide UXGA (1920x1200), AMD Radeon, Win 10 Pro) with Microsoft 365 Personal , Dockztorm Hub",954,,,Type: Work / BusinessResolution: 1920x1200Memory Speed: DDR5WLAN: YesModel #: ME-141130Item #: 9SIA7ABJJW7016Return Policy: View Return Policy
2161,"HP ProBook 640 G8 14.0"" FHD IPS Business Laptop (Intel i7-1185G7 4-Core 3.00GHz, Intel Iris Xe, 16GB RAM, 256GB SSD, Backlit KYB, FP, WiFi 6, BT 5.1, RJ-45, Win 10 Pro)",789.99,,,Type: Work / BusinessResolution: 1920 x 1080Memory Speed: DDR4WLAN: Wi-Fi 6 AX201Model #: ME-141086Return Policy: View Return Policy
2162,"Acer Swift 3 Intel Evo Thin & Light Laptop, 13.5"" 2256 x 1504 IPS, Intel Core i7-1165G7, Intel Iris Xe Graphics, 8GB LPDDR4X, 512GB NVMe SSD, Wi-Fi 6, Fingerprint Reader, Back-lit KB, SF313-53-78UG",559.65,rated 3 out of 5,2,Type: Work / BusinessResolution: 2256 x 1504Weight: 2.65 lbs.Graphics Card: Intel Iris Xe GraphicsModel #: NX.A4KAA.003Return Policy: View Return Policy
2163,"Lenovo IdeaPad 3i 15 Business Laptop | 15.6"" Full HD Anti-Glare Display | 12th Gen 6-core i3-1215U | 16GB DDR4 1TB SSD | Intel UHD Graphics | Backlit Fingerprint USB-C Win11 Blue + 32GB MicroSD Card",879,,,Type: Home / PersonalModel #: 907052955480Item #: 9SIAMRPJX95194Return Policy: View Return Policy
2164,Refurbished Acer Swift 7 Laptop Intel Core i7 8500Y 1.50 GHz 16 GB RAM 512 GB SSD Windows10H,879.99,,,Resolution: 1920 x 1080Weight: 2.18Part Number: NX.HB4AA.001Display Type: Full HDModel #: NX.HB4AA.001Item #: 9SIACA1APJ2840Return Policy: View Return Policy
2165,"2022 Lenovo ThinkBook 15 Gen 3 15.6"" FHD (AMD 6-Core Ryzen 5 5500U (Beat i7-1165G7), 20GB DDR4 RAM, 1TB PCIe SSD) IPS Business Laptop, Backlit Keyboard, Fingerprint, Type-C, Webcam, Win 11 Pro",749.99,rated 5 out of 5,1,Model #: Thinkbook 15 Gen 3Return Policy: View Return Policy
2166,"Dell Inspiron 3525 15.6"" Full HD 1920 x 1080 Laptop, AMD Ryzen 7 5825U Processor,32GB DDR4,2TB SSD, AMD Radeon Graphics, Wifi-AC, Bluetooth, HDMI, Windows 11 Pro",899,,,Type: MainstreamResolution: 1920 x 1080Weight: 4Graphics Card: AMD Radeon GraphicsModel #: INSP3525RYZ7322TBSDReturn Policy: View Return Policy
2167,"Newest Asus VivoBook S17 S712JA 17.3"" FHD Premium Laptop PC, 10th Gen Intel Quad-Core i5-1035G1 upto 3.6GHz, 12GB RAM, 1TB PCIe SSD Boot + 1TB HDD, Backlit Keyboard, USB-C, Windows 10 Home, Silver",839,,,Type: MainstreamResolution: 1920 x 1080Weight: 5 - 5.9 lbs.Memory Speed: DDR4 2666Model #: S712JA-SP-12Return Policy: View Return Policy
2168,"Fusion5 14.1"" Full HD Windows 11 Laptop - 128GB Storage, 4GB RAM, T90B+ Pro Model Lapbook, N4120 Intel Quad Core CPU, 5GHz WiFi (Dual-Band WiFi) 2X WiFi speeds, USB 3.0, Supports M.2 SATA SSD (128GB)",$299.99 ,,,"Type: Home / PersonalResolution: 1920 x 1080Operating System: Windows 11 HomeScreen: 14""Model #: T90Pro128GB-Win11-LSE-2022Item #: 9SIBMBSJX94877Return Policy: View Return Policy"
2169,"SAMSUNG 15.6"" Galaxy Book3 Laptop Computer, 13th Gen Intel Core i7-1355U Processor / 16 GB / 512GB, Thin and Light, FHD Screen, Fingerprint Reader, HD Webcam, 2023 Model, NP750XFG-KB2US, Silver","1,078.99",,,Type: Home / PersonalModel #: 945827843129Return Policy: View Return Policy
